Symbol,Name,IPOyear,Sector,industry,Summary Quote
SMTS,Sierra Metals Inc.,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/smts
SIF,"SIFCO Industries, Inc.",n/a,Capital Goods,Aerospace,https://old.nasdaq.com/symbol/sif
SVM,Silvercorp Metals Inc.,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/svm
SILV,SilverCrest Metals Inc.,2018,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/silv
XPL,Solitario Zinc Corp.,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/xpl
SCE^B,Southern California Edison Company,n/a,n/a,n/a,https://old.nasdaq.com/symbol/sce^b
SCE^C,Southern California Edison Company,n/a,n/a,n/a,https://old.nasdaq.com/symbol/sce^c
SCE^D,Southern California Edison Company,n/a,n/a,n/a,https://old.nasdaq.com/symbol/sce^d
SCE^E,Southern California Edison Company,n/a,n/a,n/a,https://old.nasdaq.com/symbol/sce^e
LOV,"Spark Networks, Inc.",2017,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/lov
SDI,Standard Diversified Inc.,n/a,Consumer Non-Durables,Tobacco,https://old.nasdaq.com/symbol/sdi
STXS,"Stereotaxis, Inc.",n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://old.nasdaq.com/symbol/stxs
SSY,"SunLink Health Systems, Inc.",n/a,Health Care,Hospital/Nursing Management,https://old.nasdaq.com/symbol/ssy
SDPI,"Superior Drilling Products, Inc.",2014,Energy,Metal Fabrications,https://old.nasdaq.com/symbol/sdpi
SYN,"Synthetic Biologics, Inc",n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/syn
TKAT,"Takung Art Co., Ltd.",n/a,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/tkat
TALO.WS,"Talos Energy, Inc.",n/a,n/a,n/a,https://old.nasdaq.com/symbol/talo.ws
TRX,Tanzanian Gold Corporation,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/trx
TGB,Taseko Mines Limited,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/tgb
TGC,"Tengasco, Inc.",n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/tgc
GLU,The Gabelli Global Utility and Income Trust,2004,n/a,n/a,https://old.nasdaq.com/symbol/glu
GLU^A,The Gabelli Global Utility and Income Trust,n/a,n/a,n/a,https://old.nasdaq.com/symbol/glu^a
GLU^B,The Gabelli Global Utility and Income Trust,n/a,n/a,n/a,https://old.nasdaq.com/symbol/glu^b
GGO,The Gabelli Go Anywhere Trust,2016,n/a,n/a,https://old.nasdaq.com/symbol/ggo
GGO^A,The Gabelli Go Anywhere Trust,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ggo^a
TDW.WS,Tidewater Inc.,n/a,n/a,n/a,https://old.nasdaq.com/symbol/tdw.ws
TMP,Tompkins Financial Corporation,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/tmp
TAT,Transatlantic Petroleum Ltd,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/tat
TRXC,"TransEnterix, Inc.",n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/trxc
TMQ,Trilogy Metals Inc.,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/tmq
TPHS,Trinity Place Holdings Inc.,n/a,Consumer Services,Building operators,https://old.nasdaq.com/symbol/tphs
TRT,Trio-Tech International,n/a,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/trt
UFAB,"Unique Fabricating, Inc.",2015,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/ufab
UAMY,United States Antimony Corporation,n/a,Capital Goods,Metal Fabrications,https://old.nasdaq.com/symbol/uamy
UUU,"Universal Security Instruments, Inc.",n/a,Technology,Electronic Components,https://old.nasdaq.com/symbol/uuu
URG,Ur Energy Inc,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/urg
UEC,Uranium Energy Corp.,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/uec
VHC,VirnetX Holding Corp,n/a,Miscellaneous,Multi-Sector Companies,https://old.nasdaq.com/symbol/vhc
VGZ,Vista Gold Corporation,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/vgz
VNRX,VolitionRX Limited,2015,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://old.nasdaq.com/symbol/vnrx
VOLT,"Volt Information Sciences, Inc.",n/a,Technology,Professional Services,https://old.nasdaq.com/symbol/volt
EAD,Wells Fargo Income Opportunities Fund,2003,n/a,n/a,https://old.nasdaq.com/symbol/ead
ERC,Wells Fargo Multi-Sector Income Fund,2003,n/a,n/a,https://old.nasdaq.com/symbol/erc
ERH,Wells Fargo Utilities and High Income Fund,2004,n/a,n/a,https://old.nasdaq.com/symbol/erh
WRN,Western Copper and Gold Corporation,2011,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/wrn
WYY,WidePoint Corporation,n/a,Technology,EDP Services,https://old.nasdaq.com/symbol/wyy
WTT,"Wireless Telecom Group,  Inc.",n/a,Capital Goods,Electrical Products,https://old.nasdaq.com/symbol/wtt
XTNT,"Xtant Medical Holdings, Inc.",n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/xtnt
YUMA,"Yuma Energy, Inc.",n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/yuma
ZDGE,"Zedge, Inc.",2016,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/zdge
ZOM,Zomedica Pharmaceuticals Corp.,2017,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/zom
